lettr,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
Z,5,10,6,7,3,7,7,4,15,9,6,8,0,8,8,8
Z,4,8,4,6,4,8,7,5,9,7,5,7,2,8,8,8
Z,3,4,5,6,4,9,7,5,6,8,3,7,3,6,6,8
Z,2,7,3,5,3,6,8,5,10,7,6,10,1,9,8,7
Z,2,1,3,2,2,7,7,5,9,6,6,8,1,8,7,8
Z,4,9,5,7,2,7,7,4,15,9,6,8,0,8,8,8
Z,2,1,2,2,1,7,7,3,11,9,6,8,0,8,6,8
Z,4,9,5,7,4,7,8,3,13,8,6,8,0,8,8,7
Z,3,7,5,5,3,7,8,2,9,11,6,9,1,9,6,8
Z,4,10,5,7,5,7,8,5,9,7,6,9,1,9,7,7
Z,2,7,3,5,2,7,7,3,12,8,6,8,0,8,7,8
Z,3,8,4,6,4,9,6,5,9,7,5,6,1,7,7,8
Z,6,9,8,7,8,9,8,4,4,6,4,6,4,8,10,4
Z,2,1,2,1,1,7,7,5,8,6,6,8,1,8,6,8
Z,6,9,8,7,6,6,9,2,9,11,8,7,3,11,7,7
Z,2,4,4,3,1,8,6,2,10,11,5,9,1,8,6,9
Z,5,5,6,8,3,7,7,4,15,9,6,8,0,8,8,8
Z,3,8,4,6,2,7,7,4,14,9,6,8,0,8,8,8
Z,6,11,8,9,5,7,8,3,11,12,7,8,2,9,7,8
Z,5,9,7,7,4,7,8,2,10,12,6,9,2,10,6,8
Z,3,3,4,4,3,7,7,5,10,6,6,8,2,8,7,8
Z,3,5,4,4,3,7,7,5,9,6,6,8,1,8,7,8
Z,5,10,6,8,6,9,6,5,9,8,5,7,1,7,7,8
Z,4,6,5,4,4,9,9,5,4,7,5,7,3,8,9,5
Z,3,5,3,3,2,8,7,5,10,6,6,7,2,8,7,8
Z,3,7,4,5,3,6,8,5,9,7,7,10,1,9,7,8
Z,9,11,6,15,6,5,11,3,3,12,8,6,3,9,11,5
Z,1,3,3,2,1,7,7,2,9,11,6,8,1,8,5,7
Z,4,7,5,5,3,7,8,2,9,11,7,8,1,8,6,7
Z,2,2,3,3,2,8,7,5,9,6,6,7,2,8,7,8
Z,3,6,5,4,5,7,8,2,7,7,6,8,0,8,8,8
Z,2,1,2,1,1,7,7,3,11,8,6,8,0,8,6,8
Z,5,9,7,7,5,8,6,2,9,12,5,8,1,7,6,8
Z,5,7,4,10,4,6,9,5,3,12,7,6,3,9,10,6
Z,5,6,4,8,3,8,6,5,5,10,6,7,3,9,9,9
Z,3,9,4,6,3,7,7,3,12,9,6,8,0,8,8,8
Z,8,14,8,8,5,8,5,2,9,12,6,9,3,7,6,7
Z,4,7,4,5,3,7,7,5,11,7,6,9,1,8,8,8
Z,6,10,8,8,5,8,6,3,9,12,4,9,3,6,8,9
Z,3,5,6,4,3,7,8,2,10,12,6,8,1,9,5,7
Z,5,7,4,11,4,7,8,4,2,12,7,7,3,9,11,5
Z,3,8,4,6,3,9,6,5,10,7,5,6,1,7,8,8
Z,2,3,3,2,2,7,8,5,9,6,6,9,1,8,7,8
Z,3,2,3,3,2,7,8,5,10,6,6,9,1,8,7,8
Z,7,8,5,11,4,7,6,6,5,10,7,7,3,9,9,7
Z,2,5,5,3,2,7,8,2,9,12,6,8,1,9,5,8
Z,2,4,3,3,2,8,7,5,9,6,6,7,2,8,7,8
Z,3,5,4,7,2,7,7,4,14,10,6,8,0,8,8,8
Z,3,6,5,4,3,8,7,2,9,11,6,8,2,8,5,8
Z,3,8,4,6,3,7,8,3,12,8,6,8,0,8,7,7
Z,9,10,6,14,6,6,9,5,2,12,8,7,3,8,12,5
Z,3,6,4,4,1,7,7,3,13,9,6,8,0,8,8,8
Z,4,9,6,6,4,8,7,2,9,11,5,9,1,8,6,8
Z,5,10,6,8,3,7,7,4,15,9,6,8,0,8,9,8
Z,3,7,4,5,2,7,8,2,10,11,7,8,1,9,6,7
Z,5,9,5,4,3,6,8,2,8,11,8,9,3,9,5,5
Z,5,5,6,8,3,7,7,4,15,9,6,8,0,8,8,8
Z,8,12,8,7,5,8,6,2,9,12,6,9,3,7,7,7
Z,5,7,6,5,4,8,5,2,9,11,4,10,2,8,6,10
Z,2,5,3,3,2,7,8,5,9,6,6,9,2,8,7,8
Z,3,8,4,6,2,7,7,4,14,9,6,8,0,8,8,8
Z,1,3,2,2,1,8,7,5,8,6,6,7,1,8,7,8
Z,2,6,3,4,1,7,7,3,13,9,6,8,0,8,7,8
Z,2,5,4,4,2,7,8,2,9,11,6,8,1,8,6,8
Z,2,3,2,1,1,8,7,5,8,6,6,7,1,8,6,8
Z,4,4,6,6,3,12,4,4,4,11,2,9,2,7,4,11
Z,4,9,4,6,3,7,10,3,11,8,6,7,0,8,7,7
Z,2,5,4,4,2,7,8,2,10,11,6,8,1,8,6,7
Z,4,6,6,4,4,8,7,2,9,12,6,8,1,8,5,8
Z,2,3,3,4,1,7,7,3,13,9,6,8,0,8,7,8
Z,4,8,6,6,3,7,7,2,10,12,5,9,2,10,6,9
Z,10,10,7,14,6,7,8,4,2,11,7,7,3,8,13,5
Z,1,1,2,2,1,7,8,5,8,6,6,9,1,8,7,7
Z,3,5,4,7,2,7,7,4,14,10,6,8,0,8,8,8
Z,2,6,3,4,1,7,7,3,13,9,6,8,0,8,8,8
Z,1,3,2,2,1,7,7,1,8,11,6,8,1,8,5,8
X,4,6,7,4,3,9,7,1,8,10,4,7,3,8,3,8
X,4,9,6,7,5,8,7,3,5,6,6,7,3,9,9,9
X,4,9,6,6,4,8,7,0,7,9,5,7,2,8,3,8
X,7,11,7,6,3,4,8,3,9,9,11,10,4,11,4,5
X,4,6,6,4,3,10,7,1,8,10,2,6,3,8,3,9
X,7,14,7,8,4,6,8,2,7,11,7,8,4,9,4,7
X,7,10,7,5,4,6,9,3,7,11,10,8,4,14,4,6
X,4,9,5,4,3,9,6,2,7,11,3,7,3,8,4,9
X,4,4,5,6,1,7,7,5,4,7,6,8,3,8,4,8
X,5,7,6,5,5,7,8,3,6,6,6,8,4,8,10,8
X,3,6,5,5,5,9,6,2,6,8,6,7,3,10,8,6
X,4,9,6,7,5,7,7,3,8,5,6,8,3,8,6,7
X,4,9,6,7,5,8,5,3,5,6,7,8,3,9,9,9
X,4,5,5,7,2,7,7,5,4,7,6,8,3,8,4,8
X,7,10,10,8,5,6,7,1,9,10,8,9,3,8,4,7
X,4,7,6,5,4,9,8,3,6,7,7,7,6,11,7,7
X,6,9,9,7,5,4,8,2,8,10,12,11,3,8,3,5
X,5,11,7,8,6,7,6,3,9,5,7,10,4,7,8,8
X,4,6,6,4,2,7,7,2,8,11,6,8,3,8,3,7
X,4,5,5,7,2,7,7,4,4,7,6,8,3,8,4,8
X,9,15,8,8,4,9,7,2,9,9,5,7,4,11,4,9
X,4,9,6,7,4,9,7,0,8,9,4,8,2,8,3,8
X,5,11,8,8,4,5,8,2,8,10,11,9,3,9,4,6
X,7,10,10,8,5,10,7,2,8,11,2,7,3,8,4,9
X,5,11,7,9,6,8,7,3,5,6,7,7,4,10,11,9
X,3,7,4,4,1,7,7,5,4,7,6,8,3,8,4,8
X,2,2,4,3,2,8,7,3,9,6,6,8,2,8,6,8
X,4,6,6,4,4,7,7,2,6,7,5,8,3,6,6,8
X,4,9,6,6,4,3,9,2,8,11,12,10,3,8,4,4
X,4,7,4,4,1,7,7,5,4,7,6,8,3,8,4,8
X,5,7,8,5,4,7,7,1,8,10,6,8,2,8,3,8
X,5,10,7,8,4,9,6,1,8,10,3,7,3,8,4,8
X,6,9,9,7,5,5,8,1,8,10,10,9,4,7,4,6
X,9,14,8,8,4,9,6,3,8,9,4,7,5,8,5,9
X,4,5,7,4,3,6,8,1,9,10,8,8,2,8,3,7
X,6,8,8,6,6,7,6,3,5,7,6,11,4,6,10,8
X,5,10,7,8,5,8,7,3,9,5,6,9,5,7,9,8
X,2,6,3,4,2,7,7,4,4,7,6,7,2,8,4,7
X,3,8,5,6,3,7,7,4,9,6,6,8,3,8,6,8
X,3,7,4,4,1,7,7,4,4,7,6,8,3,8,4,8
X,5,9,8,6,4,4,9,3,8,11,12,9,3,9,4,5
X,5,8,8,6,4,6,8,1,8,10,8,8,3,8,4,7
X,5,10,6,8,4,7,7,4,4,7,6,8,3,8,4,8
X,4,6,6,4,4,9,8,3,5,7,7,7,4,11,6,7
X,2,2,4,3,2,8,7,3,9,6,6,8,2,8,6,8
X,3,4,5,3,2,10,7,2,8,10,3,7,2,7,3,9
X,6,8,9,6,4,6,8,2,9,10,9,8,3,8,4,7
X,6,8,7,7,8,6,7,2,5,8,7,10,4,10,8,6
X,2,3,3,2,2,7,7,3,9,6,6,8,2,8,6,8
X,3,4,5,3,2,7,8,4,9,6,6,7,4,9,7,7
X,4,9,6,7,4,8,7,4,9,6,7,8,4,6,8,9
X,3,6,5,4,3,6,8,1,8,10,8,9,2,8,3,6
X,6,10,9,8,7,8,8,3,6,7,7,8,7,13,9,9
X,4,7,5,6,5,6,7,2,4,7,7,10,3,10,7,8
X,5,9,8,6,4,5,8,2,8,11,11,9,3,9,4,6
X,1,0,1,0,0,7,7,3,4,7,6,8,2,8,3,8
X,9,13,9,7,5,4,9,3,8,12,10,9,4,9,4,5
X,1,0,1,0,0,7,7,4,4,7,6,8,2,8,3,8
X,9,12,8,6,4,7,7,2,9,9,5,8,4,5,4,8
X,5,7,8,5,3,9,6,2,8,11,2,7,3,8,4,9
X,2,0,2,1,0,7,7,6,2,7,6,8,3,8,3,8
X,5,7,7,5,3,7,7,1,8,10,5,8,3,8,3,7
X,2,3,3,1,1,9,6,2,7,10,4,8,2,8,3,9
X,3,7,4,5,2,7,7,4,4,7,6,8,2,8,4,8
X,5,10,8,7,5,4,7,1,8,10,10,10,4,7,4,5
X,2,3,3,2,1,8,7,3,8,6,6,8,2,8,5,8
X,5,9,8,6,5,7,7,0,8,10,7,8,2,8,3,7
X,2,3,3,4,1,7,7,4,4,7,6,8,3,8,4,8
X,5,8,7,6,5,8,6,3,5,6,7,8,2,9,8,9
X,4,9,7,7,3,7,7,1,8,10,6,8,3,8,4,7
X,4,6,5,5,5,8,8,2,4,7,6,8,3,8,7,7
X,2,6,3,4,2,7,7,4,4,7,6,7,2,8,4,8
X,6,11,6,6,3,11,7,3,8,10,3,6,4,11,4,10
X,4,10,5,7,1,7,7,5,4,7,6,8,3,8,4,8
X,5,11,8,8,4,11,5,2,8,10,0,7,3,8,4,10
X,4,8,5,7,6,7,8,1,5,7,6,7,3,5,8,7
X,3,3,5,2,2,8,7,1,8,11,5,8,2,8,3,8
X,3,3,5,2,2,9,6,2,8,10,3,7,2,7,3,8
X,3,4,5,3,2,5,8,2,8,10,10,9,3,8,3,5
X,4,6,5,5,5,7,9,2,6,8,6,8,3,6,6,7
X,2,3,4,2,2,7,7,3,9,6,6,8,2,8,5,8
X,2,3,4,2,2,8,7,1,7,10,5,8,2,8,2,8
X,6,10,9,7,5,7,7,0,8,10,6,8,3,8,3,8
X,7,10,8,6,4,5,9,3,7,12,9,8,4,9,3,6
X,4,5,8,4,3,7,7,1,9,10,6,8,2,8,3,7
X,6,9,9,7,5,7,7,0,8,10,7,9,2,8,3,7
X,3,5,5,3,2,8,7,3,9,6,6,9,3,7,7,9
X,4,5,5,4,4,7,7,2,4,7,6,8,2,9,7,7
X,3,2,4,4,2,7,7,3,9,6,6,8,2,8,6,8
X,2,2,3,3,2,7,7,3,9,6,6,10,2,8,6,8
X,3,6,4,4,2,7,7,4,4,7,6,8,3,8,4,8
X,2,2,3,3,2,8,7,3,8,6,6,8,2,8,5,9
X,2,1,3,1,1,8,7,4,8,6,6,7,2,8,5,8
X,5,11,7,8,7,8,7,3,5,6,7,6,4,10,11,9
X,6,10,9,8,6,7,7,0,8,9,6,8,3,8,4,7
X,2,3,3,2,2,7,8,3,8,6,6,7,2,8,5,7
X,3,5,4,6,1,7,7,4,4,7,6,8,3,8,4,8
X,4,4,4,6,1,7,7,4,4,7,6,8,3,8,4,8
X,4,9,6,7,4,8,7,4,9,6,7,9,4,7,8,9
X,8,12,9,6,5,6,9,2,8,11,8,8,4,9,4,5
X,1,0,2,0,0,7,7,4,4,7,6,8,2,8,3,8
X,3,8,5,6,3,8,7,4,8,6,6,8,3,8,6,8
X,6,9,7,8,8,8,6,1,6,7,6,8,4,13,9,8
X,3,9,5,7,4,8,7,3,8,5,6,8,3,8,6,8
X,10,15,9,9,4,6,8,3,9,9,9,9,4,10,4,6
X,5,10,6,7,2,7,7,5,4,7,6,8,3,8,4,8
X,2,7,3,4,1,7,7,4,4,7,6,8,3,8,4,8
X,3,5,4,4,2,8,7,3,9,6,6,8,2,8,6,8
X,4,8,5,6,3,5,8,1,8,10,9,9,2,9,3,6
X,5,9,7,8,8,8,7,2,4,8,6,8,4,10,8,6
X,4,11,6,8,4,8,7,4,9,6,6,6,3,8,7,7
X,3,7,4,5,4,6,6,3,5,6,6,10,2,8,8,7
X,5,10,8,8,5,7,7,4,9,6,6,10,3,8,7,8
X,5,11,8,8,7,7,7,3,8,5,7,10,3,8,6,8
X,5,8,8,6,4,9,7,1,8,10,4,7,3,9,4,9
X,3,5,4,4,4,8,8,2,5,8,6,7,2,7,6,7
X,2,4,4,3,2,10,6,2,8,10,3,7,2,8,3,9
X,2,2,4,3,2,8,7,3,9,6,6,8,2,8,6,8
X,5,8,7,6,3,7,8,1,8,10,6,8,3,8,4,7
X,4,9,6,7,3,6,8,1,8,10,9,8,3,8,4,7
X,0,0,1,0,0,7,7,3,5,7,6,8,2,8,3,8
X,3,9,5,6,4,7,7,3,8,5,6,8,2,8,6,7
X,3,8,4,6,3,7,7,4,4,7,6,8,2,8,4,8
X,2,1,4,3,2,7,8,3,9,6,6,7,2,8,6,7
X,3,5,4,4,2,7,7,3,9,6,6,8,2,8,6,8
X,1,1,2,2,1,7,7,3,8,6,6,8,2,8,5,8
X,3,6,4,4,3,8,7,3,8,6,6,8,2,8,6,8
X,5,5,6,8,2,7,7,5,4,7,6,8,3,8,4,8
X,4,9,4,6,1,7,7,4,4,7,6,8,3,8,4,8
X,1,1,2,1,1,7,7,3,7,6,6,8,2,8,5,8
X,3,7,4,5,2,7,7,4,4,7,6,8,2,8,4,8
X,3,5,4,4,4,5,8,2,4,8,7,9,2,7,7,8
X,6,9,6,4,3,8,7,2,8,9,6,8,4,9,4,8
X,2,3,3,2,2,8,7,3,9,6,6,8,2,8,5,8
X,4,5,8,4,3,8,7,1,9,11,4,7,3,8,3,8
X,7,10,10,7,5,5,9,2,9,11,12,9,3,9,4,5
X,2,3,3,4,1,7,7,4,4,7,6,8,3,8,4,8
X,10,15,11,8,6,7,8,2,8,11,8,8,5,12,4,7
X,4,9,5,6,1,7,7,5,4,7,6,8,3,8,4,8
X,2,1,3,3,2,8,7,3,9,6,6,6,2,8,5,8
X,7,9,8,8,9,8,8,2,5,7,6,7,4,7,8,8
X,5,11,8,8,6,8,7,3,9,5,6,8,3,8,7,8
X,3,3,4,4,1,7,7,4,4,7,6,8,3,8,4,8
X,3,1,4,3,2,7,7,3,9,6,6,8,2,8,6,8
X,4,8,5,6,4,7,7,3,8,5,6,8,3,8,6,8
X,3,7,5,5,2,9,7,1,8,10,4,7,3,8,3,8
X,3,1,4,3,2,7,8,3,9,6,6,7,3,9,6,6
X,4,7,5,5,4,8,7,3,8,6,5,6,3,9,6,8
X,3,6,5,4,3,7,7,3,8,6,6,9,3,8,6,8
X,4,7,6,5,3,6,8,1,8,10,8,9,3,8,3,7
X,2,3,3,4,1,7,7,4,4,7,6,8,3,8,4,8
X,5,10,7,7,6,8,7,3,5,6,7,6,4,10,11,8
X,4,7,7,5,3,7,8,1,8,10,8,8,3,8,3,7
X,1,3,2,1,1,7,7,3,7,6,6,9,2,8,5,8
X,2,1,2,1,0,8,7,4,4,7,6,8,3,8,4,8
X,1,0,1,0,0,7,7,3,4,7,6,8,2,8,4,8
X,3,5,6,3,2,5,8,2,9,11,10,9,2,9,3,6
X,4,9,5,6,5,7,6,3,5,6,6,9,2,8,8,8
X,6,10,9,8,4,5,9,2,9,10,10,9,3,8,4,6
X,3,8,4,5,1,7,7,4,4,7,6,8,3,8,4,8
X,3,5,5,4,4,9,8,2,6,8,5,6,2,6,7,7
X,3,4,4,6,1,7,7,4,4,7,6,8,3,8,4,8
X,3,7,5,5,4,7,7,2,6,7,5,8,3,6,5,8
X,8,13,9,7,5,6,8,2,8,11,7,9,4,8,4,6
X,1,0,1,0,0,7,7,3,5,7,6,8,2,8,4,8
X,4,7,7,5,3,5,9,2,8,10,10,8,3,8,4,6
X,3,8,4,5,1,8,7,4,4,7,6,8,3,8,4,8
X,5,11,9,8,8,9,6,3,6,7,5,5,6,10,8,9
X,2,1,2,1,0,8,7,4,4,7,6,8,3,8,4,8
X,4,5,5,7,2,7,7,5,4,7,6,8,3,8,4,8
X,4,10,6,8,6,6,7,2,6,7,7,9,3,7,6,8
X,2,3,4,1,2,6,7,2,8,11,8,8,2,8,3,7
X,3,8,4,5,1,7,7,4,4,7,6,8,3,8,4,8
X,4,10,5,7,2,7,7,5,4,7,6,8,3,8,4,8
X,4,7,6,5,3,5,8,1,8,10,10,9,2,9,3,6
X,5,10,6,7,2,7,7,5,4,7,6,8,3,8,4,8
X,1,1,2,2,1,8,7,3,8,6,6,8,2,8,6,8
X,5,5,6,8,2,7,7,5,4,7,6,8,3,8,4,8
X,7,15,8,8,5,11,7,2,7,11,3,5,3,11,4,9
X,3,10,4,7,1,7,7,4,4,7,6,8,3,8,4,8
X,3,4,5,2,2,7,8,1,8,10,7,8,2,8,3,7
X,6,10,9,8,5,7,8,1,8,10,6,8,3,8,4,8
X,1,0,1,0,0,8,7,3,4,7,6,8,2,8,4,8
X,4,9,6,7,4,8,7,4,9,6,6,6,3,8,7,7
X,3,9,4,6,1,7,7,4,4,7,6,8,3,8,4,8
X,6,10,9,8,8,8,7,3,7,7,7,8,6,13,8,8
X,3,6,4,4,2,7,7,4,4,7,6,8,2,8,4,8
X,4,9,7,7,5,8,7,3,8,5,6,8,2,8,6,8
X,5,9,8,6,4,10,6,2,8,10,2,7,3,8,3,9
X,4,9,7,7,5,8,8,3,9,5,6,5,5,9,8,8
X,4,9,5,6,1,7,7,5,4,7,6,8,3,8,4,8
X,2,7,3,4,1,7,7,4,4,7,6,8,3,8,4,8
X,4,8,6,6,4,8,8,3,8,6,5,6,4,9,7,8
X,3,6,4,4,2,7,7,4,4,7,6,8,3,8,4,8
X,10,14,9,8,5,7,7,2,10,9,6,8,4,6,4,8
X,1,0,2,0,0,7,7,4,4,7,6,8,2,8,4,8
X,3,4,4,3,2,7,7,3,9,6,6,10,2,8,6,7
X,2,2,4,3,2,8,7,3,9,6,6,9,3,8,6,8
X,1,0,1,0,0,8,7,3,5,7,6,8,2,8,3,7
X,6,10,9,8,4,5,8,2,9,11,12,10,4,7,4,5
X,7,11,11,8,5,6,8,1,9,10,9,9,3,8,4,6
X,4,8,5,6,4,8,7,3,8,5,6,7,3,9,7,7
X,4,9,5,4,2,6,8,1,7,11,6,8,3,7,4,6
X,2,3,3,4,1,7,7,4,4,7,6,8,2,8,4,8
X,3,6,4,4,1,7,7,4,4,7,6,8,3,8,4,8
X,6,8,8,7,8,8,8,2,5,8,6,8,4,8,8,8
X,8,15,8,8,5,4,9,3,8,11,11,9,4,9,3,5
X,7,9,6,4,3,8,7,2,8,9,7,8,4,12,3,7
X,4,6,7,4,3,7,7,2,8,10,7,9,3,8,3,7
X,5,5,6,7,2,7,7,5,4,7,6,8,3,8,4,8
X,4,7,6,5,3,4,9,2,7,10,11,9,3,9,3,5
X,3,6,4,4,1,7,7,4,4,7,6,8,3,8,4,8
X,3,4,5,3,2,7,7,1,8,10,6,8,2,8,3,8
X,2,3,3,2,1,9,7,3,8,6,6,6,2,8,5,8
X,6,8,8,6,6,7,7,2,5,6,6,7,3,9,10,9
X,3,1,4,2,2,8,7,3,9,6,6,8,3,8,6,8
X,2,2,3,3,2,8,7,3,8,6,6,8,2,8,6,8
X,3,7,4,5,3,7,6,3,5,6,6,9,2,9,8,8
X,3,7,5,5,3,4,8,1,7,10,11,9,2,9,3,5
X,2,6,4,4,3,8,8,3,8,6,6,6,3,8,6,8
X,4,9,6,6,4,7,6,3,8,5,6,9,3,8,7,8
X,3,2,4,3,2,7,7,3,9,6,6,8,2,8,6,8
X,4,6,5,4,4,7,6,3,5,6,6,9,2,8,8,8
X,6,11,9,8,5,10,7,1,8,10,2,7,3,8,4,9
X,3,7,5,5,2,10,5,2,8,10,1,7,3,7,3,10
X,5,10,8,7,6,7,8,2,6,7,6,7,6,9,8,7
X,3,10,4,7,2,7,7,4,4,7,6,8,3,8,4,8
X,3,9,6,7,5,7,6,2,6,7,5,8,3,6,7,7
X,3,9,4,6,1,7,7,4,4,7,6,8,3,8,4,8
X,4,11,6,8,5,7,7,3,8,5,6,8,3,8,6,7
X,1,1,2,1,0,8,7,3,4,7,6,8,2,8,4,8
X,6,11,9,9,6,7,7,0,8,9,6,8,3,8,3,7
X,4,11,5,8,4,7,7,4,4,7,6,7,2,8,4,8
X,3,8,5,6,3,7,8,4,9,6,6,7,3,9,7,7
X,3,5,5,4,3,7,7,3,10,6,6,8,3,8,6,8
X,2,1,2,1,0,8,7,4,4,7,6,8,3,8,4,8
X,7,11,11,8,7,4,8,2,9,10,11,9,5,8,5,4
X,3,6,4,4,2,7,7,4,4,7,6,7,3,8,4,8
X,3,4,5,3,2,9,6,1,8,10,4,8,2,8,3,9
X,8,12,8,6,4,3,10,4,7,12,11,9,3,7,3,4
X,3,8,4,5,1,7,7,4,4,7,6,8,3,8,4,8
X,7,11,6,6,3,5,8,3,9,10,9,10,4,7,4,5
X,6,10,7,5,3,5,8,2,7,11,8,8,4,9,3,6
X,11,14,10,8,4,8,7,2,10,9,6,8,4,8,4,8
X,3,4,4,5,1,7,7,4,4,7,6,8,3,8,4,8
X,6,9,10,7,4,8,8,1,9,10,5,7,3,8,4,8
X,3,9,4,6,1,7,7,4,4,7,6,8,3,8,4,8
X,3,4,4,3,2,8,7,3,9,6,6,8,2,8,6,8
X,3,6,5,4,3,8,7,4,9,6,6,6,3,8,6,7
X,2,1,2,1,0,7,7,4,4,7,6,8,2,8,4,8
X,3,3,4,4,1,7,7,6,2,7,6,8,3,8,4,8
X,2,3,4,2,1,9,6,2,8,10,3,7,2,8,2,8
X,3,5,5,3,2,10,7,1,9,11,3,7,2,7,3,9
X,3,11,4,8,4,7,7,4,4,7,6,8,3,8,4,8
X,3,5,5,4,3,7,7,3,9,6,6,8,3,8,6,8
X,5,9,6,6,5,7,6,3,5,6,6,9,3,7,10,9
X,7,13,6,7,3,8,7,2,8,9,6,8,4,8,4,8
X,3,6,6,4,4,9,8,3,6,7,7,7,5,11,6,7
X,4,9,5,7,3,7,7,4,4,7,6,7,3,8,4,8
X,5,8,7,6,5,7,6,3,5,6,6,9,3,8,9,9
X,1,0,1,0,0,8,7,3,5,7,6,8,2,8,3,7
X,1,0,1,0,0,7,7,3,4,7,6,8,2,8,3,8
X,4,6,7,4,4,7,7,1,8,10,6,8,2,8,3,8
X,3,6,4,4,3,8,5,2,5,6,7,8,2,9,8,9
X,3,4,6,3,3,6,9,1,8,10,9,8,2,8,3,6
X,5,11,8,8,5,11,7,1,8,10,2,6,4,9,4,11
X,4,10,7,8,7,7,7,2,6,7,6,8,4,8,7,7
X,4,6,6,4,3,7,7,1,8,10,7,9,2,8,3,7
X,7,13,7,7,4,7,7,2,9,9,5,8,4,7,4,8
X,3,4,5,3,2,8,7,4,9,6,6,9,4,7,7,9
X,7,13,8,7,5,9,6,3,8,11,3,7,4,8,4,8
X,2,3,3,2,1,7,7,3,8,6,6,8,2,8,5,8
X,3,4,5,3,2,7,8,1,8,10,7,8,2,8,3,7
X,3,7,5,5,3,8,8,3,8,6,6,7,3,8,6,8
X,4,7,5,5,4,8,6,2,5,6,7,7,2,9,7,9
X,3,6,5,4,3,7,7,4,9,6,6,6,3,8,6,7
X,1,0,1,0,0,7,7,3,5,7,6,8,2,8,4,7
X,6,9,9,7,5,7,7,0,8,10,6,8,3,8,3,7
X,4,11,5,8,4,7,7,4,4,7,6,8,2,8,4,8
X,3,6,6,4,3,7,7,1,9,10,7,9,2,8,3,8
X,5,8,7,6,3,9,7,2,8,10,4,7,3,8,4,8
X,2,1,4,2,2,7,7,3,9,6,6,8,2,8,5,8
X,3,9,4,6,1,7,7,4,4,7,6,8,3,8,4,8
X,3,4,4,5,1,7,7,4,4,7,6,8,3,8,4,8
X,5,9,8,7,5,4,8,1,8,10,11,10,3,9,3,5
X,4,6,6,4,3,10,7,1,8,10,2,6,3,8,3,10
X,3,6,4,4,1,7,7,4,4,7,6,8,3,8,4,8
X,3,4,4,5,1,7,7,4,4,7,6,8,3,8,4,8
X,4,10,7,8,4,10,6,2,8,10,1,7,3,8,4,9
X,3,5,5,3,2,8,7,1,8,10,5,7,3,8,3,7
X,8,13,7,7,4,8,8,2,9,9,6,7,4,10,4,8
X,2,3,3,2,2,7,7,3,9,6,6,8,2,8,5,8
X,4,8,6,6,4,7,7,3,9,5,6,8,3,8,7,8
X,3,7,5,5,3,8,7,4,9,6,6,8,3,8,7,9
X,3,5,5,4,2,7,8,1,8,10,8,8,2,8,3,7
X,3,5,6,4,3,9,7,1,9,10,4,7,2,8,3,8
X,3,7,4,4,1,7,7,4,4,7,6,8,3,8,4,8
X,3,5,6,3,2,9,6,1,8,11,4,8,2,8,3,9
X,5,9,8,7,6,6,8,3,6,7,7,11,5,6,8,6
X,2,3,4,1,1,5,9,2,8,10,9,8,2,8,3,6
X,8,13,9,7,5,6,8,2,8,11,5,7,4,5,4,6
X,7,10,9,8,8,8,6,3,5,6,7,7,4,10,11,8
X,5,11,8,8,6,7,8,3,9,5,5,7,4,9,8,7
X,4,8,6,7,6,9,9,2,6,7,5,6,2,5,7,7
X,6,12,6,6,4,7,8,2,7,11,7,7,4,12,3,7
X,3,2,4,3,2,7,7,3,9,6,6,8,3,8,6,7
X,5,10,8,8,4,8,7,4,10,6,6,8,4,6,8,9
X,4,9,6,7,5,7,7,3,8,5,6,8,3,8,6,7
X,4,7,7,5,4,9,7,1,8,10,3,7,3,8,3,9
X,7,15,7,8,4,10,7,2,8,9,4,7,4,10,4,10
X,2,4,4,2,2,7,7,1,8,10,6,8,2,8,3,7
X,5,8,7,6,3,8,7,2,8,10,4,7,3,8,4,8
X,3,1,4,2,2,7,7,3,9,6,6,8,3,8,6,8
X,4,8,7,6,4,4,8,2,8,10,12,10,3,8,4,5
X,4,10,6,8,4,7,8,3,9,6,5,6,4,10,8,6
X,4,7,5,6,5,7,8,2,5,7,6,7,3,5,7,8
X,1,1,2,1,1,8,7,3,8,7,6,8,2,8,5,8
X,6,9,8,8,9,6,8,2,5,7,7,10,4,5,8,7
X,2,1,2,1,0,8,7,4,4,7,6,8,3,8,4,8
X,4,9,5,6,1,7,7,4,4,7,6,8,3,8,4,8
X,5,8,7,6,3,9,6,2,8,11,2,7,3,9,4,9
X,4,3,5,5,1,7,7,5,4,7,6,8,3,8,4,8
X,4,10,7,7,4,9,7,0,8,9,5,7,2,8,3,8
X,3,10,6,7,6,8,7,2,6,7,6,8,3,8,6,8
X,8,12,8,6,4,10,6,3,9,9,2,5,4,6,4,10
X,6,11,10,8,5,10,7,2,9,11,1,6,4,9,4,10
X,3,3,4,4,1,7,7,4,4,7,6,8,3,8,4,8
X,2,3,4,1,1,6,8,2,8,11,8,8,2,8,3,7
X,2,3,3,2,1,7,7,3,9,6,6,8,2,8,5,7
X,4,8,6,6,4,8,7,3,8,5,6,6,3,8,6,7
X,6,10,6,6,3,7,7,2,7,11,6,8,4,9,4,7
